dummy,dummy,crop,pastr
y1995,CAZ,56844.4174498373,0
y1995,CHA,113801.63842889323,0
y1995,EUR,200593.9425650833,0
y1995,IND,75826.28784299223,0
y1995,JPN,5347.128193328425,0
y1995,LAM,91307.96969835136,0
y1995,MEA,15141.351388393345,0
y1995,NEU,16153.74715364731,0
y1995,OAS,53979.826136090356,0
y1995,REF,102502.61931879657,0
y1995,SSA,41602.22795427257,0
y1995,USA,186970.05528625625,0
y2000,CAZ,59700.00582351786,0
y2000,CHA,123362.58423250818,0
y2000,EUR,224317.81296480296,0
y2000,IND,90935.87822848115,0
y2000,JPN,5973.639059580713,0
y2000,LAM,136345.79394764,0
y2000,MEA,18774.522900809192,0
y2000,NEU,17930.717738719617,0
y2000,OAS,58782.232814771894,0
y2000,REF,122086.84123265684,0
y2000,SSA,50965.363866360334,0
y2000,USA,194233.26540855653,0
y2005,CAZ,62636.26418335559,0
y2005,CHA,128313.81301835905,0
y2005,EUR,213954.75917775952,0
y2005,IND,107669.91854000374,0
y2005,JPN,5448.716164720893,0
y2005,LAM,153733.22748432762,0
y2005,MEA,25868.330226229533,0
y2005,NEU,17476.24098428771,0
y2005,OAS,70925.75098824107,0
y2005,REF,166834.8303697661,0
y2005,SSA,59621.99902594021,0
y2005,USA,220925.17921368818,0
y2010,CAZ,65652.72843927397,0
y2010,CHA,138557.56451021545,0
y2010,EUR,224303.90858419397,0
y2010,IND,131646.17498050226,0
y2010,JPN,5655.291608751429,0
y2010,LAM,199123.26313187927,0
y2010,MEA,31636.16689405151,0
y2010,NEU,18391.954098442588,0
y2010,OAS,80424.80579961315,0
y2010,REF,197111.89055682608,0
y2010,SSA,71074.09784659104,0
y2010,USA,228919.4080603453,0
y2015,CAZ,56038.92435555723,0
y2015,CHA,118364.17741446022,0
y2015,EUR,196671.18067313256,0
y2015,IND,124392.59457480293,0
y2015,JPN,4531.166422565517,0
y2015,LAM,182761.1316499889,0
y2015,MEA,30527.79249242335,0
y2015,NEU,16231.814648581952,0
y2015,OAS,75247.68171949987,0
y2015,REF,186012.86560955568,0
y2015,SSA,65761.63974786128,0
y2015,USA,199497.81854163628,0
y2020,CAZ,42929.698354074906,0
y2020,CHA,89805.96473727294,0
y2020,EUR,158873.80577926524,0
y2020,IND,101752.80106866488,0
y2020,JPN,3309.892745449171,0
y2020,LAM,155566.39689913095,0
y2020,MEA,24689.677813942813,0
y2020,NEU,13059.026988315047,0
y2020,OAS,58699.19910933185,0
y2020,REF,136543.40887086827,0
y2020,SSA,50556.62729409864,0
y2020,USA,153015.53834190924,0
y2025,CAZ,27004.008630172408,0
y2025,CHA,56855.26893426223,0
y2025,EUR,98260.24619680029,0
y2025,IND,64063.6462137788,0
y2025,JPN,2069.4978113142806,0
y2025,LAM,101131.53258945548,0
y2025,MEA,15397.992179262807,0
y2025,NEU,8078.587591203106,0
y2025,OAS,36075.21753065632,0
y2025,REF,79429.8164195135,0
y2025,SSA,30592.996885411572,0
y2025,USA,94568.58953796377,0
y2030,CAZ,13378.782914623996,0
y2030,CHA,28675.239221614727,0
