dummy,dummy,crop,pastr
y1995,CAZ,18939.72092281199,0
y1995,CHA,42077.18417394087,0
y1995,EUR,88331.96825189257,0
y1995,IND,24265.33502401259,0
y1995,JPN,2111.060409766619,0
y1995,LAM,30869.486899931762,0
y1995,MEA,3934.272699548193,0
y1995,NEU,5274.144840522149,0
y1995,OAS,16376.444675155619,0
y1995,REF,32143.2954055949,0
y1995,SSA,11559.645046726513,0
y1995,USA,71651.30394836546,0
y2000,CAZ,18670.701762323588,0
y2000,CHA,43678.547564183056,0
y2000,EUR,92433.09026730485,0
y2000,IND,27757.136427596746,0
y2000,JPN,2372.9065890942575,0
y2000,LAM,50986.053089455636,0
y2000,MEA,4270.979537363512,0
y2000,NEU,5521.554808947558,0
y2000,OAS,16051.580623844238,0
y2000,REF,18808.243515272523,0
y2000,SSA,13439.094745728227,0
y2000,USA,70139.69151689814,0
y2005,CAZ,13640.267748579583,0
y2005,CHA,34246.848017135395,0
y2005,EUR,70680.94564346939,0
y2005,IND,23208.520340724164,0
y2005,JPN,1971.5977144232338,0
y2005,LAM,50520.3861453172,0
y2005,MEA,3363.235754768666,0
y2005,NEU,4222.9456238620005,0
y2005,OAS,12125.848373483412,0
y2005,REF,9518.298885955606,0
y2005,SSA,11629.980902732263,0
y2005,USA,51480.91340590855,0
y2010,CAZ,8010.722383153847,0
y2010,CHA,21080.814622806873,0
y2010,EUR,43498.65143604862,0
y2010,IND,14912.251958496734,0
y2010,JPN,1299.9617883369028,0
y2010,LAM,35574.98391425668,0
y2010,MEA,2052.175412392407,0
y2010,NEU,2601.3085102632076,0
y2010,OAS,7234.962677711069,0
y2010,REF,5306.987735756802,0
y2010,SSA,7907.113826304941,0
y2010,USA,29098.81904560669,0
y2015,CAZ,3653.896595619388,0
y2015,CHA,10429.297169007137,0
y2015,EUR,22203.902653775298,0
y2015,IND,7815.010668310202,0
y2015,JPN,636.5565019939778,0
y2015,LAM,19739.94973231184,0
y2015,MEA,1077.5805761435997,0
y2015,NEU,1326.4480455724138,0
y2015,OAS,3582.592776561407,0
y2015,REF,644.8928252257338,0
y2015,SSA,4151.6165416465055,0
y2015,USA,14473.030206079296,0
y2020,CAZ,1878.6203267294266,0
y2020,CHA,4768.275128370964,0
y2020,EUR,9055.760848073129,0
y2020,IND,3441.394261648859,0
